FName,LName,Target,Min,Max,Location,Focus,0,1,2,3,4
David,Mes,$50K,$50K,$50K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," United States, Israel , Paris (France), London  AI , AI , Analytics , Analytics , Cloud Infrastructure , Cloud Infrastructure , Developer Tools , Developer Tools , Enterprise , Enterprise , FinTech , FinTech , SaaS (Pre-Seed) , SaaS (Seed) , Sales & CRM , Sales & CRM , San Francisco Bay Area  , Security , Security , SMB Software , SMB Software ",https://www.foundationcapital.com/member/warren-weiss/,https://www.linkedin.com/in/warren-weiss-78a85a42/,https://www.twitter.com/WarrenWeiss1,https://www.angel.co/u/warren-weiss,https://www.crunchbase.com/person/warren-weiss
Ben,Ling,$500K,$500K,$1M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Canada , SF Bay Area (CA) AI , AI , AutoTech , AutoTech , Cloud Infrastructure , Cloud Infrastructure , Consumer Internet , Consumer Internet , Creator/Passion Economy , Creator/Passion Economy , Data Services , Data Services , FinTech , FinTech , Marketplaces , Marketplaces , Mobility , Mobility , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  ",https://www.otgventures.com/,https://www.linkedin.com/in/davidmes/,https://www.angel.co/david-mes,https://www.crunchbase.com/person/david-mes,
Jonathan,Heiliger,$1M,$250K,$15.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Palo Alto (CA) AI , AI , Cloud Infrastructure , Cloud Infrastructure , Data Services , Data Services , Developer Tools , Developer Tools , Enterprise , Enterprise , Hardware , Hardware , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  , Security , Security , TransportationTech , TransportationTech ",https://www.blingcap.com/team,https://www.linkedin.com/in/benjaminling/,https://www.twitter.com/bling0,https://www.angel.co/bling0,https://www.crunchbase.com/person/ben-ling
Clancey,Stahr,$600K,$200K,$1M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Menlo Park (CA) , San Francisco (CA) Advertising , Advertising , Gaming/eSports , Gaming/eSports , Marketplaces , Marketplaces , Media/Content , Media/Content , SaaS (Pre-Seed) , SaaS (Seed) , Sales & CRM , Sales & CRM , San Francisco Bay Area  ",https://www.vertexventures.com/,https://www.linkedin.com/in/jheiliger/,https://www.twitter.com/heiligerj,https://www.angel.co/jh,https://www.crunchbase.com/person/jonathan-heiliger
Lance,Cottrell,$25K,$5K,$50K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," ClimateTech/CleanTech , ClimateTech/CleanTech , EnergyTech , EnergyTech , Enterprise , Enterprise , Hardware , Hardware , IoT , IoT , Marketplaces , Marketplaces , Medical Devices , Medical Devices , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  , Security , Security , Web3/Blockchain , Web3/Blockchain ",https://www.goaheadvc.com/our-team/,https://www.linkedin.com/in/clanceystahr/,https://www.angel.co/p/clancey-stahr,https://www.crunchbase.com/person/clancey-stahr,
Jai,Choi,$500K,$100K,$1M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," San Francisco (CA) , Los Angeles (CA) , China, London , Bangalore, Berlin (Germany), Paris (France), Singapore, Indonesia, Tel Aviv (Israel) , New York (NY)  Consumer Internet , Consumer Internet , Data Services , Data Services , E-commerce , E-commerce , Enterprise , Enterprise , FinTech , FinTech , Insurance , Insurance , Marketplaces , Marketplaces , Payments , Payments , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  ",https://www.feeltheboot.com/,https://www.linkedin.com/in/lancecottrell/,https://www.twitter.com/lancecottrell,https://www.angel.co/lance-cottrell,https://www.crunchbase.com/person/lance-cottrell
Harsh,Patel,$700K,$250K,$850K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," San Francisco (CA) AgTech , AgTech , AI , AI , BioTech , BioTech , Data Services , Data Services , Future of Work , Future of Work , Health IT , Health IT , Marketplaces , Marketplaces , Robotics , Robotics , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  , TransportationTech , TransportationTech , Investors who invested in diverse founders  , Investors who invested in female founders  , Investors who were founders  ",https://www.tektonventures.com/,https://www.linkedin.com/in/jaichoi/,https://www.twitter.com/jaichoi,https://www.angel.co/jaichoi,https://www.crunchbase.com/person/jai-choi
Pierre,Gaubil,$100K,$50K,$250K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," AI , AI , ClimateTech/CleanTech , ClimateTech/CleanTech , Developer Tools , Developer Tools , Education , Education , Enterprise , Enterprise , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  , Web3/Blockchain , Web3/Blockchain ",https://www.wireframevc.com/,https://www.linkedin.com/in/harshcv/,https://www.twitter.com/harsh1,https://www.angel.co/harsh1,https://www.crunchbase.com/person/harsh-patel
Julian,Sevillano,$500K,$250K,$3.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Buenos Aires (Argentina), Santiago (Chile), Dubai, San Francisco (CA) , Miami (FL)  AgTech , AgTech , AR/VR , AR/VR , ClimateTech/CleanTech , ClimateTech/CleanTech , Education , Education , FinTech , FinTech , Impact , Impact , Insurance , Insurance , Marketplaces , Marketplaces , Payments , Payments , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  ",https://www.therefiners.co/,https://www.linkedin.com/in/pierre-gaubil-6477a68/,https://www.crunchbase.com/person/pierre-gaubil,,
Shruti,Gandhi,$1M,$1M,$1M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Canada , United States, San Francisco (CA)  AI , AI , Data Services , Data Services , DeepTech , DeepTech , Diverse Investors  , Enterprise , Enterprise , Female Investors  , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  , SMB Software , SMB Software ",https://www.viaglobal.us/,https://www.linkedin.com/in/julian-sevillano-855210/,https://www.angel.co/julian-sevillano?public_profile=1,https://www.crunchbase.com/person/julian-sevillano,
Abhijit,Solanki,$500K,$100K,$1M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," United States Cloud Infrastructure , Cloud Infrastructure , Developer Tools , Developer Tools , Enterprise , Enterprise , IoT , IoT , Marketplaces , Marketplaces , Payments , Payments , Robotics , Robotics , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  , Security , Security ",https://www.array.vc/#/,https://www.linkedin.com/in/shrutigandhi/,https://www.twitter.com/atShruti,https://www.angel.co/shruti_gandhi,https://www.crunchbase.com/person/shruti-gandhi
Maarten,Hooft,$500K,$300K,$1M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," San Francisco (CA) , Palo Alto (CA) , Los Angeles (CA) , New York (NY) , Washington (DC) , Seattle (WA)  Advertising , Advertising , E-commerce , E-commerce , Enterprise , Enterprise , Marketplaces , Marketplaces , Media/Content , Media/Content , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  , Security , Security , Social Networks , Social Networks ",https://www.whiteboard.vc/,https://www.linkedin.com/in/abhijitsolanki/,https://www.twitter.com/abhissol,https://www.angel.co/abhijit-solanki,https://www.crunchbase.com/person/abhijit-solanki
Daniel,Piehler,$1.5M,$100K,$5.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," San Francisco (CA) , Sao Paulo (Brazil), New York (NY)  AgTech , Cloud Infrastructure , Developer Tools , Enterprise , Insurance , Marketplaces , Real Estate/PropTech , SaaS (Seed) , Sales & CRM , San Francisco Bay Area  ",https://www.questvp.com/team/,https://www.linkedin.com/in/mthooft/,https://www.twitter.com/mthooft,https://www.angel.co/maarten-hooft,https://www.crunchbase.com/person/maarten-t-hooft
Brian,Dixon,$500K,$250K,$1M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Canada , Oakland (CA) BioTech , BioTech , Diverse Investors  , Education , Education , FinTech , FinTech , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  , Investors who invested in diverse founders  , Investors who invested in female founders  ",https://www.claytonpark.co/,https://www.linkedin.com/in/danielpiehler/,https://www.angel.co/dpiehler,https://www.crunchbase.com/person/daniel-piehler,
Sandeep,Sardana,$250K,$100K,$1.5M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," SF Bay Area (CA) AI , AI , Analytics , Analytics , AR/VR , AR/VR , Enterprise , Enterprise , FinTech , FinTech , Marketplaces , Marketplaces , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  , Travel , Travel ",https://www.kaporcapital.com/who-we-are/brian-dixon/,https://www.linkedin.com/in/dixonb/,https://www.twitter.com/mrstartup?lang=en,https://www.angel.co/p/brian-dixon,https://www.crunchbase.com/person/brian-dixon-2
Ev,Williams,$1.5M,$250K,$4.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," San Francisco (CA) Impact , Marketplaces , SaaS (Seed) , San Francisco Bay Area  , Social Networks ",https://www.bluepointeventures.com/,https://www.linkedin.com/in/sandeepsardana/,https://www.angel.co/sandeep-sardana,,
Philipp,Stauffer,$750K,$500K,$1.5M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Palo Alto (CA) , Zurich, Seattle (WA) , New York (NY) , Boston (MA) , Pittsburgh (PA) , San Francisco (CA) , Los Angeles (CA) , Washington (DC) , Portland (OR)  Analytics , Analytics , Cloud Infrastructure , Cloud Infrastructure , Data Services , Data Services , Developer Tools , Developer Tools , Diverse Investors  , Entertainment & Sports , Entertainment & Sports , Payments , Payments , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  , Security , Security , Semiconductors , Semiconductors , Investors who invested in diverse founders  , Investors who invested in female founders  , Investors who were founders  ",https://ev.medium.com/,https://www.linkedin.com/in/evanwilliams/,https://www.twitter.com/ev,https://www.angel.co/p/ev,https://www.crunchbase.com/person/ev-williams
Angela,Tran,$625K,$500K,$750K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," SF Bay Area (CA) Angel, Scout, and Solo-Capitalists  , BioTech , BioTech , Health IT , Health IT , Marketplaces , Marketplaces , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  ",https://www.linkedin.com/in/philippstauffer/,https://www.twitter.com/PhilippStauffer,https://www.angel.co/philipp-stauffer,https://www.crunchbase.com/person/philipp-stauffer,
Ryan,Floyd,$3.0M,$500K,$7.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Menlo Park (CA) Cloud Infrastructure , Cloud Infrastructure , Developer Tools , Developer Tools , Enterprise , Enterprise , Health IT , Health IT , Media/Content , Media/Content , SaaS (Seed) , SaaS (Series A) , San Francisco Bay Area  , Security , Security , Social Networks , Social Networks ",https://www.versionone.vc/,https://www.linkedin.com/in/angela-tran-38262131/,https://www.twitter.com/angelatytran,https://www.angel.co/u/ange-tran,https://www.crunchbase.com/person/angela-tran
Sean,Dempsey,$500K,$250K,$6.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," California, Germany, New York (NY)  AI , AI , Analytics , Analytics , Cloud Infrastructure , Cloud Infrastructure , Developer Tools , Developer Tools , Enterprise , Enterprise , FinTech , FinTech , Payments , Payments , SaaS (Pre-Seed) , SaaS (Seed) , Sales & CRM , Sales & CRM , San Francisco Bay Area  , SMB Software , SMB Software , Investors who invested in diverse founders  , Investors who invested in female founders  ",https://www.stormventures.com/,https://www.linkedin.com/in/ryanfloyd1/,https://www.twitter.com/RyanFloyd,https://www.angel.co/ryanfloyd,https://www.crunchbase.com/person/ryan-floyd
Brian,Flynn,$250K,$50K,$1M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," SF Bay Area (CA) , New York (NY) , Europe, Japan, China  AI , AI , Analytics , Analytics , Cloud Infrastructure , Cloud Infrastructure , Data Services , Data Services , Enterprise , Enterprise , MarketingTech , MarketingTech , Marketplaces , Marketplaces , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  , Security , Security , SMB Software , SMB Software , Investors who invested in diverse founders  , Investors who invested in female founders  , Investors who were founders  ",https://www.meruscap.com/,https://www.linkedin.com/in/seandem/,https://www.twitter.com/seandem,https://www.angel.co/seandem,https://www.crunchbase.com/person/sean-dempsey
Allison,Pickens,$200K,$50K,$500K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Analytics , Analytics , Angel, Scout, and Solo-Capitalists  , ClimateTech/CleanTech , ClimateTech/CleanTech , Education , Education , Enterprise , Enterprise , Female Investors  , Health IT , Health IT , MarketingTech , MarketingTech , Marketplaces , Marketplaces , SaaS (Pre-Seed) , SaaS (Seed) , Sales & CRM , Sales & CRM , San Francisco Bay Area  , SMB Software , SMB Software , Investors who invested in diverse founders  , Investors who invested in female founders  , Investors who were founders  ",https://www.founderpartners.co/,https://www.linkedin.com/in/brianjflynn/,https://www.angel.co/brianflynn,https://www.crunchbase.com/person/brian-flynn,
Parker,Thompson,$1M,$100K,$10.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," SF Bay Area (CA) , San Francisco (CA) Cloud Infrastructure , Cloud Infrastructure , Data Services , Data Services , Enterprise , Enterprise , Local Services , Local Services , Marketplaces , Marketplaces , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  , SMB Software , SMB Software ",https://www.linkedin.com/in/allison-pickens/,https://www.twitter.com/PickensAllison,https://www.angel.co/p/pickensallison,,
Michael,Gilroy,$2.1M,$250K,$4.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," United States AI , Consumer Internet , E-commerce , Enterprise , FinTech , Hardware , Insurance , SaaS (Seed) , Sales & CRM , San Francisco Bay Area  , Social Networks ",https://www.angel.co/pt,https://www.linkedin.com/in/parkert/,https://www.twitter.com/pt,https://www.angel.co/p/pt,https://www.crunchbase.com/person/parker-thompson
Yuri,Rabinovich,$100K,$50K,$200K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," San Francisco (CA) Advertising , Advertising , Developer Tools , Developer Tools , E-commerce , E-commerce , Enterprise , Enterprise , Local Services , Local Services , Payments , Payments , Retail , Retail , SaaS (Pre-Seed) , SaaS (Seed) , Sales & CRM , Sales & CRM , San Francisco Bay Area  , Travel , Travel ",https://www.medium.com/@MBGilroy,https://www.linkedin.com/in/michaelbgilroy/,https://www.twitter.com/MBGilroy,https://www.angel.co/michael-gilroy-1,https://www.crunchbase.com/person/michael-gilroy
AJ,Solimine,$500K,$150K,$1M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," San Francisco (CA) , SF Bay Area (CA)  AgTech , AgTech , Crypto/Web3 , Crypto/Web3 , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  , SMB Software , SMB Software , Social Commerce , Social Commerce , Web3/Blockchain , Web3/Blockchain , Investors who invested in diverse founders  , Investors who invested in female founders  , Investors who were founders  ",https://www.byuric.com/,https://www.linkedin.com/in/byuric/,https://www.twitter.com/byuric,https://www.angel.co/byuric,https://www.crunchbase.com/person/yuri-rabinovich
Alda,Dennis,$2.5M,$1M,$4.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," SF Bay Area (CA) Consumer Internet , Enterprise , SaaS (Seed) , San Francisco Bay Area  ",https://www.122west.vc/,https://www.linkedin.com/in/ajsolimine/,https://www.twitter.com/ajhit406,https://www.angel.co/ajhit406,https://www.crunchbase.com/person/andrew-solimine
Brett,Gibson,$2.5M,$1M,$4.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," SF Bay Area (CA) Consumer Internet , Enterprise , SaaS (Seed) , San Francisco Bay Area  ",https://www.initialized.com/who/alda,https://www.linkedin.com/in/aldadennis/,https://www.twitter.com/AldaLeuDennis,https://www.angel.co/p/alda-dennis,https://www.crunchbase.com/person/alda-leu-dennis
Seth,Levine,$1.5M,$100K,$5.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Boulder (CO) Advertising , Cloud Infrastructure , Colorado / Utah  , Crypto/Web3 , E-commerce , Entertainment & Sports , FinTech , Food and Beverage , SaaS (Seed) , Social Networks , Web3/Blockchain ",https://www.initialized.com/who/brett,https://www.linkedin.com/in/brettdgibson/,https://www.twitter.com/brettdg?lang=en,https://www.angel.co/u/brettdg,https://www.crunchbase.com/person/brett-gibson
Luis,Mayendia,$500K,$150K,$3.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Palo Alto (CA) AI , AI , Analytics , Analytics , Cloud Infrastructure , Cloud Infrastructure , Consumer Internet , Consumer Internet , Data Services , Data Services , Developer Tools , Developer Tools , Education , Education , Enterprise , Enterprise , IoT , IoT , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  ",https://www.foundry.vc/,https://www.linkedin.com/in/sethjlevine/,https://www.twitter.com/sether,https://www.crunchbase.com/person/seth-levine,
Tod,Sacerdoti,$3.0M,$25K,$10.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," San Francisco (CA) Analytics , Analytics , Angel, Scout, and Solo-Capitalists  , Cloud Infrastructure , Cloud Infrastructure , Data Services , Data Services , Developer Tools , Developer Tools , Enterprise , Enterprise , FinTech , FinTech , MarketingTech , MarketingTech , Marketplaces , Marketplaces , SaaS (Seed) , SaaS (Series A) , Sales & CRM , Sales & CRM , San Francisco Bay Area  ",https://www.naiss.io/,https://www.linkedin.com/in/,https://www.twitter.com/efernandez,https://www.angel.co/eduardo-fernandez-2,https://www.crunchbase.com/person/ed-fernandez
